assists,bountyLevel,champExperience,champLevel,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,doubleKills,goldEarned,goldSpent,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,quadraKills,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,matchID
9,0,8559,11,9,2746,6607,2746,3178,2,6,1,7097,6225,1,2,0,2,2,346,11483,3521,2869,0,0,2771,908,3356,0,0,56,62,85,6,8,1423,16606,4874,1639,6258,7691,5436,9,18,33,5,0,2352,444,32,54,7,2,25,TRUE,NA1_4480902994
22,0,9791,12,9,2354,3645,2354,5319,2,5,0,9026,8125,0,1,0,0,1,1374,14618,6076,7477,4,0,3080,1143,2101,0,0,68,75,95,7,18,1688,18439,7961,5499,10117,8955,5526,7,36,37,5,0,741,741,537,67,7,5,29,TRUE,NA1_4480819456
8,0,8927,12,6,358,358,358,6276,8,4,0,7169,6850,0,2,0,0,1,469,9710,5480,9897,0,0,2462,1337,5126,0,0,52,71,102,6,14,1709,12861,7506,4548,15898,12399,9452,13,23,162,9,0,688,688,874,73,4,7,29,FALSE,NA1_4480834772
24,0,12265,14,8,714,3476,714,9523,4,4,0,10194,9300,1,3,0,2,1,978,21918,8554,7953,0,0,4093,1393,9030,0,0,87,120,120,12,19,1960,27041,10976,7886,17041,22627,15313,13,46,57,5,0,1028,1028,58,65,6,3,39,FALSE,NA1_4480798285
11,0,7617,11,6,1770,2709,1770,2981,1,3,0,5693,4800,0,0,0,0,0,784,12450,4163,2483,0,0,3176,852,2695,0,0,56,63,66,5,8,1388,16270,5659,2589,5316,9041,6682,7,13,21,5,0,644,644,137,45,4,4,21,TRUE,NA1_4480784236
5,0,8897,12,7,0,81,0,5966,4,4,0,6110,5900,0,2,0,0,1,395,10264,4132,2462,0,0,1970,891,7171,0,0,48,47,63,9,3,1492,13037,5827,2697,10010,5665,3891,10,9,86,5,0,803,803,376,38,5,2,22,FALSE,NA1_4480610704
13,0,11263,13,10,0,667,0,16034,11,6,0,8565,7250,0,2,0,0,1,393,8911,5328,6308,4,0,2799,1396,19386,0,0,50,90,107,9,16,2047,13417,8431,6052,26163,14288,8824,14,32,305,5,0,1706,1706,468,76,8,8,38,FALSE,NA1_4480408000
4,1,5774,9,4,451,551,451,4475,3,2,0,5830,5335,0,3,0,0,1,547,10082,3605,1177,0,0,3479,1185,5407,0,0,38,44,44,4,7,1201,14206,5435,2242,7200,3682,2031,13,15,51,4,0,644,644,615,24,2,2,13,FALSE,NA1_4480386605
6,3,7942,11,6,930,2835,930,5029,0,3,0,6455,6300,1,3,0,3,1,0,11276,4717,2672,0,0,3602,1098,4014,0,0,47,56,46,11,7,1293,15408,6219,2779,6996,7892,5401,6,28,0,5,0,529,404,310,36,4,3,16,TRUE,NA1_4480078741
14,1,10467,13,7,63,4599,63,10240,6,5,0,7968,7025,0,2,0,0,1,516,13621,5462,7101,0,0,4516,1007,5436,0,0,67,93,97,8,12,1835,18880,7212,7100,12935,15107,11017,4,14,138,4,0,742,742,398,61,5,1,29,TRUE,NA1_4479958513
21,2,13467,15,7,2589,6206,2589,12185,3,5,0,9186,6925,1,2,0,2,1,711,20483,5990,6301,0,0,3554,978,8360,0,0,63,104,111,11,10,1874,24778,7708,9631,15133,22659,14872,9,26,56,7,0,740,740,471,69,5,5,34,TRUE,NA1_4479785069
17,2,11048,13,7,1238,6165,1238,14058,7,3,0,8859,7725,1,4,0,2,1,313,14034,7806,3373,0,0,4209,1979,15447,0,0,69,60,88,8,12,1619,20932,10765,4893,19396,14414,7786,12,27,177,5,0,2689,979,576,59,5,10,25,TRUE,NA1_4479689609
23,2,13208,15,15,529,3200,529,15156,3,11,0,9282,7625,1,3,0,2,1,281,22649,12797,11319,4,0,4774,1760,6727,0,0,98,109,111,11,24,1976,31397,16231,7733,18195,19121,8346,22,35,47,5,0,3974,1674,148,79,13,7,45,TRUE,NA1_4479666916
27,0,12739,14,12,2224,5334,2224,15208,4,7,0,10310,9125,1,4,0,4,1,657,24872,10614,4590,0,0,5693,2119,11936,0,0,87,98,110,10,13,1733,31545,13713,9200,17133,14366,7552,19,26,80,5,0,978,978,607,81,6,4,35,TRUE,NA1_4479301405
31,0,15086,16,12,1843,4859,1843,10105,7,8,0,10484,9075,0,1,0,0,1,506,15851,4850,4458,0,0,3875,569,11189,0,0,94,65,34,9,31,2104,21644,7246,4037,21309,39112,28684,6,199,218,5,0,1916,1826,5661,78,6,5,33,TRUE,NA1_4479203656
1,0,4147,8,4,0,0,0,3229,3,1,0,3281,3150,0,0,0,0,0,336,3873,2337,1110,0,0,1088,699,4119,0,0,24,35,34,2,3,965,4961,3037,1305,5484,2564,1614,2,12,38,4,0,0,0,255,14,2,1,6,FALSE,NA1_4479181370
10,1,8922,12,6,1697,1967,1697,5473,2,4,0,7151,6300,0,1,0,0,1,568,12015,5294,4713,0,0,2619,1047,3501,0,0,56,54,69,5,11,1384,14635,6341,2875,8383,8729,5111,7,33,43,5,0,0,0,167,41,4,4,19,TRUE,NA1_4479126582
11,0,10339,13,7,300,2327,300,8364,5,5,0,7312,7025,0,2,0,0,1,721,17051,6899,8303,0,0,3650,1030,5634,0,0,67,69,102,10,14,1862,20730,7957,4977,14459,8198,4460,17,46,133,5,0,28,28,521,65,5,7,33,FALSE,NA1_4478914997
21,1,11483,14,8,2176,6962,2176,5714,3,6,0,8252,7400,1,3,0,2,1,861,13829,4184,5970,0,0,3383,1049,3670,0,0,68,77,96,7,5,1743,18637,5234,7043,9843,15402,11195,10,14,87,5,0,1425,0,203,63,6,2,32,TRUE,NA1_4478672033
13,0,8299,11,7,153,153,153,6276,6,4,0,6015,6000,0,1,0,0,1,495,6715,2973,2326,0,0,1631,205,7554,0,0,49,38,20,5,21,1462,8347,3179,614,10709,13559,11476,8,106,155,5,0,0,0,827,38,5,3,18,FALSE,NA1_4478639110
7,0,8704,12,9,1434,3053,1434,5349,5,5,0,7470,6950,0,2,0,0,1,584,11396,5257,7180,0,0,2805,759,3530,0,0,59,66,93,9,12,1725,14757,6573,2783,10971,7466,5132,8,21,139,4,0,556,556,260,50,7,3,33,FALSE,NA1_4478606121
10,0,7441,11,5,83,83,83,6371,7,3,0,6170,5925,0,0,0,0,0,525,7858,3669,3227,0,0,2184,1413,7483,0,0,49,60,88,5,10,1643,11054,6094,3515,10824,9833,8333,13,18,144,5,0,1011,1011,113,55,3,4,24,FALSE,NA1_4478583855
4,0,7160,10,5,267,267,267,8988,4,3,0,5426,5110,0,1,0,0,1,435,7969,4188,4369,0,0,2162,1002,7139,0,0,43,56,57,6,7,1484,10908,5967,3070,11840,6779,3437,9,13,94,5,0,776,776,330,50,3,4,17,FALSE,NA1_4478568553
17,3,12250,14,4,822,3764,822,8826,4,2,1,9181,8150,1,5,0,3,2,637,18562,8710,6208,0,0,3617,1255,5984,0,0,70,97,106,7,11,1685,23792,11577,5983,12331,15915,10359,9,22,72,6,0,1611,1611,138,57,2,2,19,TRUE,NA1_4478428293
6,0,8330,11,4,526,526,526,8688,7,2,0,6271,5900,0,1,0,0,1,455,7860,4127,2292,0,0,1427,965,13334,0,0,34,73,69,9,5,1482,9288,5092,2941,16707,9919,6691,9,15,136,5,0,0,0,1080,32,2,1,20,FALSE,NA1_4478382928
6,0,4756,8,5,656,1448,656,2605,1,3,0,4880,4060,0,0,0,0,0,388,4615,1766,843,0,0,3208,577,3080,0,0,29,36,31,4,3,987,8270,2789,1270,4182,3726,2427,7,3,14,5,0,446,446,258,20,3,2,13,TRUE,NA1_4477485646
16,1,9435,12,6,1068,1902,1068,7300,4,3,0,8018,6800,0,2,0,0,1,431,11123,4941,3537,0,0,2662,906,9000,0,0,60,99,87,7,13,1598,13786,5847,7300,12604,13137,7490,11,28,71,5,0,0,0,66,54,4,8,20,TRUE,NA1_4477510355
9,0,10275,13,6,0,0,0,13073,9,4,0,7549,6850,0,1,0,0,1,440,14150,5674,9322,0,0,3465,1128,9709,0,0,62,112,116,8,15,1961,18138,7325,6909,19735,18245,13314,7,25,218,5,0,522,522,703,59,4,2,33,FALSE,NA1_4477325217
5,0,6649,10,6,1160,1986,1160,5087,4,4,0,6341,5900,0,3,0,0,1,284,8870,4503,2969,0,0,2816,1191,3573,0,0,47,48,73,3,5,1302,12178,6187,3282,6826,6376,4377,8,8,61,5,0,492,492,282,46,4,4,21,TRUE,NA1_4477126485
5,0,7847,11,5,169,169,169,6995,6,3,0,5462,5275,0,1,0,0,1,383,6040,4027,4986,0,0,1699,1045,8008,0,0,31,72,76,4,7,1481,7739,5073,3051,13034,7988,5549,4,23,94,5,0,0,0,39,28,3,2,12,FALSE,NA1_4477048164
2,0,5996,9,6,521,785,521,3950,1,3,0,4557,4500,0,0,0,0,0,1062,6995,2975,2683,0,0,2452,777,2846,0,0,37,60,50,4,7,1237,9447,3753,1889,5962,5978,3634,7,18,30,5,0,0,0,432,24,4,1,15,FALSE,NA1_4477094577
14,2,8116,11,7,3114,5509,3114,5852,0,3,0,7914,6875,1,2,0,2,1,0,12752,3823,2876,0,0,5175,1499,4024,0,0,55,72,76,6,5,1328,17928,5323,5660,6901,11797,7926,8,13,0,5,0,0,0,0,37,5,4,18,TRUE,NA1_4476780396
26,1,11806,14,7,4940,7090,4940,9692,4,4,0,9377,7650,0,2,0,0,1,775,18429,6379,5210,0,0,4619,1497,7978,0,0,64,79,75,6,9,1601,23188,7876,6565,13398,18050,12171,11,19,74,5,0,140,0,209,42,5,3,23,TRUE,NA1_4476393820
3,0,7757,11,5,0,94,0,5907,2,3,0,5070,4675,0,0,0,0,0,951,9273,5415,2154,0,0,2373,1058,7161,0,0,44,58,60,5,11,1446,11646,6474,2543,9374,7035,3874,13,24,46,5,0,0,0,58,40,3,5,17,FALSE,NA1_4475755341
21,1,11439,13,9,1761,8973,1761,8642,5,5,0,8735,7175,0,1,0,0,1,512,17756,4722,6875,4,0,6752,1620,7721,0,0,74,92,104,9,10,1849,25934,6343,8837,14785,15921,9972,17,25,105,5,0,1425,0,188,69,7,11,29,TRUE,NA1_4475608897
17,0,12968,14,9,2567,4704,2567,8120,2,6,0,8745,7275,0,1,0,0,1,722,12410,3588,3380,0,0,3091,770,7314,0,0,53,87,105,4,7,1797,15501,4358,5634,11679,14977,9591,5,12,54,5,0,0,0,984,51,7,3,28,TRUE,NA1_4475542829
19,0,8863,12,8,822,2301,822,6609,2,3,0,7667,7425,0,1,0,0,1,447,11331,3739,5348,0,0,3400,494,5351,0,0,74,56,29,6,25,1501,15033,4535,1152,11395,26786,19199,9,122,41,5,0,301,301,694,45,6,2,19,TRUE,NA1_4475515921
11,0,7871,11,9,752,1472,752,5913,4,5,0,6688,5710,0,1,0,0,1,559,11463,2988,5419,0,0,2517,850,4784,0,0,83,29,51,3,45,1499,14067,3925,2788,10603,6331,4565,10,285,77,11,0,86,86,399,54,7,7,25,TRUE,NA1_4474911890
24,0,13714,15,12,3867,5820,3867,15159,9,8,0,10440,9450,1,2,0,2,1,521,25661,8181,12230,0,0,5278,1489,14205,0,0,78,125,142,15,24,2221,32190,10921,11914,27621,26602,16641,13,33,279,6,0,1250,1250,1185,74,10,6,35,TRUE,NA1_4474743885
14,0,11430,13,9,1812,7411,1812,15191,4,7,0,8776,7875,0,0,0,0,0,795,17635,5789,4646,0,0,5712,1318,11223,0,0,61,101,110,8,14,1977,23348,7107,9176,16433,19649,13291,7,22,142,5,0,0,0,562,64,7,3,33,TRUE,NA1_4474657782
9,0,9388,12,9,197,2033,197,9861,7,7,0,6473,6110,0,0,0,0,0,1063,13164,3862,5405,0,0,2661,419,9788,0,0,90,42,32,7,27,1843,17467,4356,1005,15474,16930,12816,17,179,247,5,0,1642,74,280,72,7,9,32,FALSE,NA1_4474592256
1,0,2617,6,4,0,0,0,1081,1,1,0,2852,2700,0,0,0,0,0,186,3647,1949,310,0,0,1270,668,2123,0,0,35,11,6,0,8,788,4917,2617,147,2434,2569,1441,3,58,8,4,0,0,0,0,10,2,1,6,FALSE,NA1_4474529199
9,0,8659,12,11,98,98,98,6060,4,6,0,7304,6925,1,3,0,2,1,677,7763,4156,4554,0,0,3361,836,7377,0,0,56,43,24,8,32,1629,15437,4992,614,12707,15423,11728,33,121,82,5,0,4312,0,775,42,7,4,23,FALSE,NA1_4474562466
11,0,7517,11,6,0,98,0,6938,6,3,0,6375,6075,0,0,0,0,0,516,5258,3107,5578,0,0,2071,323,5477,0,0,69,50,36,6,29,1566,11379,3431,851,11918,12744,9378,8,119,165,5,0,4050,0,862,40,4,3,18,FALSE,NA1_4474508588
7,0,8794,12,11,456,5590,456,5006,2,7,0,6588,6450,0,1,0,0,1,1582,7212,1851,6062,0,0,5797,606,4195,0,0,84,17,61,5,33,1763,21362,2466,4212,10661,5483,3991,37,184,80,5,0,8353,8,402,73,8,9,33,FALSE,NA1_4474494008
16,0,8948,12,8,1265,2197,1265,3369,2,5,0,7560,7135,0,0,0,0,0,932,9659,2910,1550,0,0,2995,495,4235,0,0,70,52,21,5,24,1472,13447,4199,1374,6348,21197,16341,9,126,64,5,0,792,792,563,45,6,4,21,TRUE,NA1_4474423877
6,0,4709,8,5,1232,1875,1232,1474,0,3,0,5321,4325,0,0,0,0,0,0,8822,2422,1818,0,0,2645,282,992,0,0,41,40,17,3,22,1097,11468,2705,418,2811,10435,8667,4,127,0,5,0,0,0,0,25,3,2,13,TRUE,NA1_4474329266
21,0,11325,13,11,377,1440,377,4072,3,7,0,8653,6850,1,2,0,2,1,461,11135,4965,3705,0,0,2891,829,4188,0,0,71,61,30,6,40,1691,14081,5849,996,8136,23088,18130,19,166,65,8,0,54,54,242,56,9,8,32,TRUE,NA1_4473661713
3,0,5660,9,5,0,0,0,3346,2,2,0,4267,3525,0,0,0,0,0,508,6044,3182,906,0,0,2191,680,4355,0,0,61,33,25,3,25,1213,8236,3863,199,5673,7410,5979,4,126,30,5,0,0,0,411,28,3,4,15,FALSE,NA1_4473589680
17,0,12944,14,9,394,543,394,11210,6,4,0,8761,8600,0,0,0,0,0,728,11668,5306,9075,0,0,2212,274,10144,0,0,92,78,41,7,40,2114,16366,5681,2372,19747,37933,29218,17,189,164,5,0,2485,100,528,85,4,9,41,FALSE,NA1_4473567346
10,0,10527,13,11,1044,1044,1044,4885,3,8,0,7856,7325,0,1,0,0,1,579,16095,2195,2028,0,0,3398,508,6348,0,0,69,45,16,3,20,1744,19665,2874,1154,10075,11513,7910,18,205,82,5,0,171,171,1698,70,9,11,30,FALSE,NA1_4473239207
9,0,9388,12,8,558,685,558,9125,6,5,0,6952,6700,0,2,0,0,1,650,16242,3605,6973,0,0,2420,764,8062,0,0,105,32,68,7,59,1795,18707,4414,5218,15362,10535,8529,12,295,149,10,0,44,44,326,51,6,2,32,FALSE,NA1_4473214239
24,0,12291,14,9,775,1947,775,8474,5,5,0,8325,7100,0,1,0,0,1,844,10458,3784,3317,0,0,2819,434,8506,0,0,84,71,30,6,27,1717,13813,4755,1781,12263,29117,23674,11,151,169,5,0,535,535,439,67,7,10,27,TRUE,NA1_4473197481
23,0,11246,13,11,0,1672,0,9945,5,7,0,8520,7875,0,0,0,0,0,588,5502,2225,3743,0,0,2056,177,8350,0,0,58,46,25,11,24,1948,7873,2717,1172,12909,19190,12995,14,89,137,5,0,314,314,815,71,9,10,29,TRUE,NA1_4473082313
19,0,8712,12,6,346,1724,346,4758,4,4,0,6884,5850,0,0,0,0,0,492,9947,4844,1169,0,0,2055,653,6701,0,0,70,34,30,5,39,1417,12146,5641,885,8181,12013,8855,9,144,97,5,0,143,143,309,57,4,7,23,TRUE,NA1_4473071374
21,0,12060,14,12,1190,2200,1190,13789,7,7,0,9115,8975,0,0,0,0,0,479,15281,5544,5485,0,0,4004,414,11885,0,0,103,74,40,10,53,2038,20494,7166,1572,17894,36822,27026,18,219,182,5,0,1207,1207,523,72,9,6,32,FALSE,NA1_4472884361
25,0,13009,14,11,786,900,786,7459,4,8,0,9227,8500,0,1,0,0,1,632,8284,4334,5770,0,0,1851,225,6764,0,0,69,84,39,8,30,1884,10524,4948,2261,13000,35121,26227,12,156,115,5,0,387,387,465,88,7,10,37,TRUE,NA1_4472366012
5,0,6796,10,5,0,0,0,3996,3,2,0,4806,4575,0,1,0,0,1,791,6880,3450,4670,0,0,2271,241,2857,0,0,66,35,30,3,27,1233,9152,3691,654,7667,11077,9005,11,126,48,5,0,0,0,140,29,3,8,9,FALSE,NA1_4472339382
16,0,11289,13,12,303,623,303,13734,10,9,0,8820,8825,0,1,0,0,1,423,15466,4304,12210,0,0,2796,1150,13693,0,0,118,34,93,7,59,1995,18262,5454,7242,26395,15744,10851,30,315,245,13,0,0,0,491,69,9,13,37,FALSE,NA1_4472272060
14,0,8243,11,8,1606,3268,1606,4100,3,5,0,7118,5635,0,1,0,0,1,521,6239,1515,1861,0,0,3716,564,4959,0,0,54,29,53,3,26,1386,10083,2079,3531,7104,3707,2445,4,168,52,10,0,128,0,283,43,6,2,18,TRUE,NA1_4472135965
29,0,14760,16,8,626,3755,626,13249,3,4,0,9885,9000,0,0,0,0,0,342,14729,3636,7656,0,0,4751,1044,7205,0,0,120,51,119,10,51,2128,19481,4680,10499,15474,17589,11034,19,339,47,12,0,0,0,612,105,6,12,40,TRUE,NA1_4471257179
7,1,8555,11,6,1776,3911,1776,5589,0,2,0,6277,5000,0,1,0,0,1,0,12452,2166,1514,0,0,3773,807,6089,0,0,75,32,66,4,25,1414,16237,2985,4697,7718,6130,4069,7,219,0,4,0,11,11,114,48,4,3,18,TRUE,NA1_4471123146
15,0,10522,13,11,657,657,657,8792,5,8,0,8404,7875,0,2,0,0,1,509,10379,3128,8171,0,0,4698,806,9274,0,0,121,38,69,7,55,2045,17453,4465,4738,18018,8666,5047,19,289,163,6,0,2375,530,572,80,9,11,48,FALSE,NA1_4471105717
13,0,10271,13,10,171,456,171,9089,8,6,0,7185,6930,0,0,0,0,0,741,11744,3085,9285,0,0,4110,546,8006,0,0,90,26,57,6,39,1986,15854,3632,5366,18608,4650,2735,9,317,225,8,0,0,0,1316,56,8,2,28,FALSE,NA1_4471110426
5,0,8541,11,3,0,150,0,6274,5,1,0,5923,4975,0,0,0,0,0,597,14379,4114,5763,0,0,2146,358,7177,0,0,89,25,68,4,57,1660,16525,4473,4599,13534,3222,1462,17,346,57,5,0,0,0,594,56,1,12,23,FALSE,NA1_4470897831
27,1,10958,13,11,959,2519,959,6990,1,6,0,8689,7650,0,1,0,0,1,540,9968,2985,5208,0,0,5818,573,4437,0,0,83,45,78,8,38,1820,15786,3559,5333,9821,15774,12893,10,252,16,15,0,0,0,175,67,9,4,32,TRUE,NA1_4470619685
14,0,7964,11,8,265,1561,265,4227,3,4,0,6376,5200,0,0,0,0,0,670,6079,3155,5455,0,0,3577,802,4360,0,0,65,31,49,5,46,1441,9657,3958,4484,10080,4595,2437,10,207,54,7,0,0,0,264,56,6,7,24,TRUE,NA1_4470565831
13,1,9473,12,8,1877,4106,1877,5422,3,5,0,8132,6775,0,1,0,0,1,668,14138,3783,2252,4,0,4769,447,6368,0,0,85,53,28,6,31,1562,19234,4558,1348,8901,18765,12399,16,162,78,5,0,327,327,280,57,6,4,19,TRUE,NA1_4470473498
10,1,5280,9,2,526,864,526,2698,0,0,0,4999,4905,0,1,0,0,1,0,5666,2031,1738,0,0,3638,867,3741,0,0,48,21,30,2,23,968,9304,2898,1742,5567,3694,1555,6,150,0,8,0,0,0,87,23,0,3,8,TRUE,NA1_4470368060
13,1,9439,12,10,713,1449,713,5521,1,4,0,6468,6375,0,1,0,0,1,946,7542,1329,3721,0,0,2022,358,4361,0,0,65,23,64,5,26,1531,9622,1744,2495,8202,6315,2731,6,149,27,5,0,56,56,119,51,7,6,22,TRUE,NA1_4469795625
25,0,13202,15,11,1580,2981,1580,7003,3,5,0,9550,8750,0,1,0,0,1,515,12008,3537,5306,4,0,4529,579,6491,0,0,89,31,95,7,54,1774,16538,4117,6646,12111,11918,8762,15,271,69,16,0,0,0,314,72,6,11,28,TRUE,NA1_4469750469
11,0,9870,12,8,0,394,0,7073,5,6,0,6284,6150,0,1,0,0,1,901,15676,3510,4859,0,0,4178,901,9645,0,0,63,86,89,5,6,1706,19854,4412,3763,15149,9027,4342,8,37,58,5,0,0,0,645,43,6,3,26,FALSE,NA1_4469734129
8,0,8585,12,6,0,1031,0,7757,4,4,0,6117,5300,0,1,0,0,1,595,14091,6730,3903,4,0,4188,1114,8198,0,0,63,87,70,7,13,1637,20250,7845,3668,12667,8654,5173,10,32,84,5,0,1970,0,565,47,4,1,23,FALSE,NA1_4469629369
20,2,9368,12,7,665,2028,665,5894,4,4,0,8026,7125,1,3,0,2,1,542,10083,4655,3807,0,0,4598,1385,6273,0,0,45,72,76,5,12,1466,14722,6081,3702,10362,10547,7392,17,22,74,5,0,40,40,282,60,5,9,22,TRUE,NA1_4469639894
10,0,7430,11,9,0,181,0,5310,2,5,0,6363,6000,0,1,0,0,1,657,6981,2025,841,0,0,2432,769,5844,0,0,55,23,55,4,31,1434,9451,2832,3910,6906,3805,2866,13,222,40,6,0,37,37,220,43,7,6,20,FALSE,NA1_4469604859
24,0,11119,13,9,539,1970,539,10063,6,5,0,8564,7575,0,1,0,0,1,385,11944,3836,5901,0,0,2837,888,7627,0,0,65,68,104,5,31,1808,14805,4747,8546,14403,2816,409,10,224,119,3,0,23,23,874,79,7,7,29,TRUE,NA1_4469515482
12,0,6281,10,6,966,1856,966,3902,4,3,0,6482,6000,0,1,0,0,1,398,9353,2297,2907,0,0,3175,273,3821,0,0,53,37,21,4,28,1343,12528,2571,735,7044,10626,8366,5,147,86,5,0,0,0,314,47,4,2,22,TRUE,NA1_4469501781
12,0,9774,12,7,0,488,0,7954,3,5,0,6972,6625,0,1,0,0,1,1053,11997,4436,6082,0,0,2802,955,7117,0,0,107,24,63,6,60,1585,14799,5392,4706,13593,9700,7470,14,350,59,10,0,0,0,394,49,5,5,21,FALSE,NA1_4469458098
21,0,12179,14,11,1054,3708,1054,8302,5,8,0,9174,7725,0,1,0,0,1,445,12107,4629,4880,0,0,3207,906,8696,0,0,97,40,82,7,55,1756,16882,5535,5869,13928,7955,4548,5,302,120,7,0,1567,0,352,69,9,2,38,TRUE,NA1_4469422279
21,0,13242,15,11,1212,1677,1212,7657,2,8,0,8830,7275,0,0,0,0,0,926,16006,4263,1239,0,0,4855,924,9586,0,0,95,39,87,5,40,1961,20862,5187,6175,11720,6126,3306,16,307,58,4,0,0,0,895,82,9,9,36,TRUE,NA1_4468735544
20,0,12251,14,13,278,1506,278,17435,8,9,0,8744,8025,0,2,0,0,1,416,9036,3104,3882,0,0,2792,635,11039,0,0,85,75,32,9,39,2036,12068,3852,3252,16708,24498,17393,11,183,183,5,0,238,112,1786,84,11,4,42,FALSE,NA1_4468680003
18,0,11023,13,11,0,683,0,14479,7,6,0,7589,7210,0,0,0,0,0,751,13658,2439,5456,0,0,4837,504,13052,0,0,69,43,24,8,24,1787,22650,3117,1104,19555,19559,15247,33,169,212,5,0,4154,172,1046,57,7,6,22,FALSE,NA1_4468653385
22,0,11402,13,9,1050,2442,1050,4147,2,6,0,8396,6775,1,2,0,2,1,480,9768,4573,1845,0,0,2654,877,5001,0,0,69,48,27,5,30,1607,12423,5451,2205,7345,18574,14276,10,116,33,5,0,0,0,498,59,7,6,28,TRUE,NA1_4468412154
1,0,7676,11,9,0,0,0,4545,3,4,0,6395,5925,0,1,0,0,1,1007,9236,2629,3372,0,0,4864,558,4824,0,0,63,32,20,4,32,1750,18763,3241,1039,8961,10902,8633,41,153,88,5,0,4662,53,763,79,5,9,30,FALSE,NA1_4468368477
16,0,9488,12,5,1540,4316,1540,3745,2,2,0,7801,7275,0,0,0,0,0,968,14580,3247,2749,0,0,4758,465,3171,0,0,78,47,22,4,25,1636,19338,3713,736,6163,14995,11842,16,177,70,5,0,0,0,242,85,3,13,25,TRUE,NA1_4468365502
4,0,7004,10,9,185,185,185,7279,5,5,0,5822,5650,0,0,0,0,0,597,13871,3761,4202,0,0,3019,1122,6170,0,0,33,38,51,5,26,1580,16890,4883,3292,10923,3502,3174,29,137,129,5,0,0,0,550,52,7,7,18,FALSE,NA1_4468200993
4,0,8683,12,9,0,86,0,8246,5,6,0,6267,6100,0,0,0,0,0,560,10429,3547,4909,0,0,2202,619,6782,0,0,102,25,63,6,53,1799,12657,4192,5258,12572,4472,2779,11,348,146,6,0,25,25,881,66,7,6,33,FALSE,NA1_4468188432
20,0,9434,12,10,1098,3453,1098,9480,6,5,0,8490,7875,0,2,0,0,1,573,10492,3259,5511,0,0,3865,999,8454,0,0,98,38,67,6,45,1716,14817,4719,5162,14417,8772,5740,7,232,119,7,0,459,459,450,52,5,6,24,TRUE,NA1_4468176689
10,0,8361,11,9,548,548,548,8847,4,5,0,6271,6150,0,0,0,0,0,716,11036,3580,3874,0,0,3352,1004,8804,0,0,83,33,51,8,66,1658,14505,4700,4267,13467,7842,4990,14,340,64,7,0,115,115,788,63,7,4,30,FALSE,NA1_4467655348
10,0,9328,12,9,336,535,336,6585,3,5,0,6403,5200,0,0,0,0,0,905,13111,3778,7499,0,0,3627,1149,4753,0,0,115,34,71,7,53,1717,16739,4927,5693,12646,6438,4051,17,319,97,7,0,0,0,394,67,7,9,27,FALSE,NA1_4467622283
16,1,10784,13,9,406,3653,406,5773,0,6,0,7493,6775,0,1,0,0,1,0,7917,3290,4128,0,0,3072,968,4923,0,0,98,31,74,6,56,1802,12794,4367,5033,9150,9976,6859,22,250,0,6,0,1803,108,98,71,7,12,32,TRUE,NA1_4467550239
23,1,16572,17,15,417,1766,417,14259,7,9,0,10326,9050,0,3,0,0,1,483,13520,3944,6245,0,0,3694,717,13255,0,0,116,32,101,9,57,2378,17299,4746,7930,21661,12843,9533,10,346,196,9,0,84,84,2160,88,9,6,38,TRUE,NA1_4467418468
12,0,8916,12,9,430,5868,430,7060,6,6,0,7512,6700,0,2,0,0,1,516,7895,3835,9288,0,0,2737,945,5422,0,0,50,56,80,7,21,1637,16099,5575,6840,14924,1372,0,17,154,130,1,0,5466,794,213,47,7,12,26,FALSE,NA1_4467416460
17,0,7420,11,5,1197,1675,1197,2955,0,2,0,5719,4975,0,0,0,0,0,0,10554,2388,728,0,0,3198,759,3656,0,0,70,21,37,2,30,1150,13752,3148,2242,4392,1420,1280,9,193,0,7,0,0,0,7,27,3,5,10,TRUE,NA1_4467118297
20,1,14290,15,15,568,3512,568,6387,4,9,0,10037,9200,0,3,0,0,1,381,11104,3131,9111,0,0,3223,473,5490,0,0,126,31,102,8,48,2123,18446,3837,10598,15433,10166,6815,28,248,85,11,0,4119,231,832,85,6,18,42,TRUE,NA1_4466985564
7,0,8082,11,7,1364,2651,1364,5632,4,3,0,6560,6000,0,0,0,0,0,779,16420,3985,4695,0,0,5003,562,4167,0,0,74,47,21,7,33,1554,21424,4547,1086,8993,17989,14178,17,169,113,5,0,0,0,130,55,5,6,16,FALSE,NA1_4466980407
